source,target,value
440963134,28465635,31.76
440963134,317076339,31.76
100318079,113058991,49.89
100318079,394263193,49.89
88323281,100318079,33.65
195475105,157829215,42.77
440963134,204446054,31.76
195475105,430268163,42.77
187773078,430313102,35.33
100318079,257236842,49.89
440963134,43003845,31.76
195475105,19493072,42.77
100318079,279787626,49.89
100318079,116498875,49.89
440963134,529007327,31.76
195475105,206923844,42.77
187773078,31331740,35.33
88323281,34428380,33.65
197504076,18996905,32.76
440963134,349994706,31.76
187773078,307458983,35.33
197504076,24444592,32.76
197504076,270449528,32.76
100318079,231238695,49.89
440963134,17663756,31.76
187773078,270449528,35.33
195475105,2367911,42.77
440963134,46209291,31.76
100318079,259842341,49.89
195475105,123371682,42.77
197504076,40981798,32.76
195475105,97251730,42.77
187773078,46209291,35.33
440963134,197504076,31.76
440963134,387325472,31.76
195475105,27077521,42.77
440963134,8163442,31.76
100318079,200559228,49.89
440963134,15023872,31.76
195475105,217796457,42.77
440963134,302191488,31.76
197504076,214968599,32.76
440963134,257236842,31.76
197504076,12925072,32.76
440963134,187695865,31.76
88323281,18996905,33.65
187773078,317076339,35.33
100318079,461410856,49.89
88323281,108757480,33.65
197504076,127016368,32.76
100318079,2367911,49.89
88323281,236143101,33.65
100318079,8163442,49.89
197504076,526438478,32.76
440963134,187773078,31.76
440963134,164880154,31.76
440963134,236143101,31.76
88323281,8163442,33.65
187773078,83943787,35.33
440963134,307458983,31.76
440963134,9938852,31.76
197504076,88323281,32.76
88323281,460282402,33.65
440963134,19493072,31.76
197504076,144631425,32.76
187773078,451250774,35.33
100318079,157829215,49.89
197504076,83250127,32.76
440963134,97251730,31.76
440963134,233248636,31.76
197504076,153226312,32.76
100318079,18951737,49.89
88323281,27077521,33.65
440963134,188108667,31.76
195475105,34407494,42.77
197504076,279787626,32.76
88323281,134940306,33.65
88323281,133055665,33.65
197504076,163238842,32.76
197504076,294752666,32.76
100318079,43003845,49.89
88323281,116498875,33.65
88323281,187695865,33.65
440963134,430268163,31.76
440963134,430313102,31.76
197504076,195475105,32.76
195475105,317076339,42.77
195475105,22462180,42.77
195475105,31331740,42.77
195475105,451250774,42.77
195475105,151338729,42.77
187773078,19358562,35.33
195475105,215785630,42.77
88323281,157829215,33.65
197504076,86221475,32.76
100318079,258140947,49.89
100318079,17675120,49.89
440963134,18951737,31.76
187773078,191924526,35.33
197504076,164880154,32.76
195475105,172883064,42.77
197504076,188108667,32.76
195475105,46209291,42.77
197504076,126391227,32.76
187773078,144631425,35.33
197504076,190833564,32.76
88323281,113058991,33.65
197504076,113058991,32.76
100318079,133055665,49.89
187773078,566386538,35.33
197504076,28465635,32.76
440963134,259842341,31.76
100318079,270449528,49.89
197504076,349994706,32.76
197504076,204446054,32.76
88323281,314316607,33.65
88323281,288485704,33.65
100318079,27633075,49.89
100318079,247741328,49.89
88323281,27633075,33.65
195475105,117674417,42.77
88323281,258140947,33.65
187773078,123371682,35.33
197504076,208132323,32.76
440963134,278652553,31.76
197504076,394263193,32.76
195475105,86221475,42.77
187773078,461410856,35.33
197504076,187695865,32.76
440963134,188102842,31.76
440963134,31331740,31.76
187773078,18996905,35.33
440963134,526438478,31.76
88323281,248224845,33.65
195475105,144631425,42.77
88323281,247583674,33.65
187773078,6581292,35.33
187773078,117674417,35.33
88323281,18951737,33.65
440963134,121533789,31.76
197504076,83943787,32.76
100318079,18996905,49.89
197504076,155661154,32.76
440963134,17116707,31.76
100318079,155661154,49.89
88323281,8088112,33.65
88323281,440963134,33.65
440963134,56860418,31.76
197504076,116498875,32.76
197504076,124528830,32.76
100318079,40981798,49.89
100318079,314316607,49.89
440963134,8088112,31.76
440963134,566386538,31.76
187773078,151338729,35.33
440963134,248224845,31.76
187773078,259842341,35.33
197504076,117674417,32.76
440963134,114832528,31.76
187773078,17868918,35.33
187773078,62985251,35.33
440963134,160267464,31.76
195475105,17759158,42.77
88323281,117901353,33.65
88323281,278652553,33.65
440963134,144631425,31.76
197504076,155266313,32.76
88323281,202195505,33.65
187773078,27633075,35.33
100318079,149538028,49.89
187773078,195475105,35.33
440963134,294752666,31.76
440963134,206923844,31.76
195475105,394263193,42.77
195475105,34428380,42.77
197504076,19358562,32.76
195475105,461410856,42.77
100318079,226629405,49.89
100318079,288485704,49.89
195475105,248224845,42.77
197504076,187773078,32.76
440963134,314316607,31.76
195475105,153226312,42.77
440963134,2367911,31.76
100318079,439788025,49.89
88323281,204446054,33.65
440963134,14925700,31.76
88323281,19358562,33.65
440963134,325059261,31.76
100318079,307458983,49.89
88323281,439788025,33.65
187773078,157829215,35.33
195475105,254839786,42.77
197504076,17675120,32.76
440963134,394263193,31.76
197504076,226629405,32.76
195475105,230880104,42.77
88323281,43003845,33.65
440963134,495380584,31.76
197504076,31331740,32.76
440963134,156279258,31.76
195475105,28465635,42.77
100318079,121533789,49.89
440963134,148745060,31.76
100318079,94621855,49.89
440963134,27633075,31.76
88323281,228198725,33.65
88323281,53222305,33.65
100318079,276706356,49.89
88323281,56002807,33.65
197504076,43003845,32.76
88323281,62985251,33.65
195475105,56860418,42.77
88323281,276706356,33.65
187773078,217796457,35.33
100318079,8088112,49.89
88323281,259842341,33.65
88323281,280935165,33.65
88323281,19705747,33.65
88323281,155661154,33.65
195475105,450839965,42.77
187773078,495380584,35.33
197504076,271224667,32.76
197504076,315268102,32.76
195475105,88323281,42.77
440963134,348121464,31.76
440963134,40981798,31.76
88323281,526438478,33.65
187773078,215785630,35.33
88323281,31331740,33.65
197504076,191924526,32.76
88323281,83250127,33.65
440963134,208132323,31.76
197504076,226570779,32.76
440963134,214968599,31.76
187773078,22462180,35.33
88323281,6581292,33.65
440963134,459737164,31.76
197504076,134940306,32.76
88323281,226570779,33.65
100318079,364971269,49.89
195475105,17663756,42.77
100318079,206923844,49.89
197504076,117901353,32.76
440963134,450839965,31.76
195475105,14925700,42.77
440963134,292632231,31.76
195475105,6581292,42.77
195475105,18996905,42.77
100318079,46209291,49.89
197504076,114832528,32.76
88323281,190833564,33.65
88323281,86169620,33.65
197504076,19493072,32.76
100318079,195475105,49.89
100318079,19358562,49.89
197504076,148745060,32.76
440963134,40076725,31.76
197504076,278652553,32.76
88323281,172883064,33.65
195475105,302847930,42.77
197504076,9938852,32.76
195475105,247583674,42.77
440963134,83943787,31.76
440963134,86221475,31.76
88323281,127016368,33.65
88323281,117674417,33.65
440963134,17868918,31.76
197504076,223990701,32.76
195475105,270449528,42.77
100318079,294752666,49.89
100318079,83943787,49.89
440963134,100318079,31.76
440963134,134940306,31.76
88323281,160267464,33.65
197504076,276706356,32.76
440963134,149538028,31.76
100318079,17868918,49.89
197504076,27633075,32.76
100318079,53222305,49.89
187773078,100318079,35.33
187773078,349994706,35.33
197504076,248224845,32.76
197504076,121533789,32.76
88323281,233248636,33.65
440963134,88323281,31.76
440963134,439788025,31.76
187773078,276706356,35.33
197504076,97251730,32.76
100318079,233248636,49.89
88323281,131532346,33.65
187773078,280935165,35.33
440963134,131029775,31.76
440963134,116498875,31.76
100318079,280935165,49.89
440963134,123371682,31.76
440963134,18996905,31.76
195475105,121533789,42.77
187773078,8088112,35.33
100318079,117674417,49.89
100318079,28465635,49.89
187773078,124528830,35.33
100318079,31331740,49.89
440963134,172883064,31.76
440963134,17503591,31.76
440963134,17812500,31.76
100318079,22462180,49.89
187773078,254839786,35.33
195475105,68695225,42.77
195475105,116498875,42.77
88323281,22462180,33.65
195475105,190833564,42.77
100318079,430313102,49.89
100318079,6581292,49.89
197504076,258140947,32.76
187773078,430268163,35.33
195475105,292632231,42.77
197504076,94621855,32.76
88323281,126391227,33.65
440963134,217796457,31.76
440963134,202195505,31.76
100318079,37699718,49.89
195475105,18951737,42.77
197504076,17868918,32.76
187773078,529007327,35.33
440963134,231238695,31.76
195475105,259842341,42.77
440963134,364971269,31.76
88323281,57496410,33.65
187773078,302847930,35.33
100318079,151338729,49.89
100318079,19493072,49.89
88323281,40981798,33.65
88323281,28465635,33.65
88323281,399769234,33.65
195475105,439788025,42.77
195475105,164880154,42.77
88323281,83943787,33.65
100318079,19705747,49.89
100318079,17759158,49.89
88323281,85716069,33.65
440963134,259737440,31.76
195475105,566386538,42.77
195475105,226629405,42.77
88323281,353257869,33.65
100318079,15023872,49.89
440963134,117901353,31.76
100318079,117901353,49.89
100318079,254839786,49.89
100318079,430268163,49.89
195475105,17868918,42.77
440963134,451250774,31.76
100318079,172883064,49.89
197504076,100318079,32.76
100318079,56860418,49.89
195475105,113058991,42.77
88323281,257236842,33.65
195475105,307458983,42.77
88323281,123371682,33.65
440963134,151338729,31.76
88323281,163238842,33.65
195475105,202195505,42.77
88323281,94621855,33.65
88323281,325059261,33.65
88323281,14925700,33.65
197504076,85716069,32.76
100318079,163238842,49.89
100318079,460282402,49.89
100318079,14925700,49.89
100318079,124528830,49.89
187773078,230880104,35.33
440963134,22462180,31.76
440963134,133055665,31.76
195475105,17434613,42.77
100318079,153226312,49.89
88323281,121533789,33.65
88323281,195475105,33.65
195475105,276706356,42.77
195475105,302191488,42.77
197504076,263838766,32.76
195475105,263838766,42.77
440963134,117674417,31.76
195475105,100318079,42.77
88323281,17868918,33.65
440963134,254839786,31.76
440963134,92336981,31.76
440963134,270449528,31.76
440963134,276706356,31.76
197504076,440963134,32.76
100318079,187773078,49.89
440963134,34428380,31.76
440963134,280935165,31.76
88323281,279787626,33.65
195475105,495380584,42.77
187773078,34407494,35.33
88323281,226629405,33.65
100318079,86221475,49.89
195475105,40981798,42.77
197504076,131029775,32.76
197504076,202195505,32.76
195475105,83943787,42.77
88323281,349994706,33.65
440963134,355823615,31.76
100318079,333161611,49.89
195475105,17812500,42.77
88323281,17812500,33.65
100318079,451250774,49.89
197504076,46209291,32.76
197504076,280935165,32.76
440963134,228198725,31.76
440963134,258140947,31.76
100318079,88323281,49.89
187773078,34428380,35.33
88323281,270449528,33.65
88323281,153226312,33.65
195475105,12925072,42.77
440963134,19705747,31.76
197504076,131532346,32.76
197504076,307458983,32.76
440963134,302847930,31.76
195475105,214968599,42.77
195475105,19358562,42.77
195475105,133055665,42.77
440963134,226629405,31.76
197504076,86169620,32.76
440963134,230880104,31.76
440963134,157829215,31.76
440963134,263838766,31.76
440963134,17759158,31.76
187773078,85716069,35.33
100318079,236143101,49.89
88323281,17675120,33.65
100318079,95260836,49.89
197504076,17116707,32.76
440963134,19358562,31.76
197504076,22462180,32.76
88323281,151338729,33.65
187773078,43003845,35.33
11027262,14213856,50.31
59804598,2589521,103.02
13434622,21690843,37.27
11027262,15042670,50.31
59804598,29758446,103.02
59804598,16624756,103.02
11027262,14203936,50.31
59804598,384388981,103.02
13434622,755068,37.27
13434622,11027262,37.27
13434622,28531253,37.27
11027262,15489348,50.31
59804598,41209552,103.02
59804598,13434622,103.02
13434622,17938468,37.27
59804598,35407584,103.02
13434622,16959285,37.27
59804598,51814114,103.02
13434622,67649834,37.27
11027262,13508132,50.31
11027262,21363077,50.31
13434622,16583554,37.27
13434622,19631395,37.27
11027262,96047226,50.31
13434622,35157578,37.27
13434622,3371581,37.27
59804598,24742040,103.02
59804598,27855118,103.02
13434622,15913,37.27
11027262,89049128,50.31
13434622,15048204,37.27
13434622,21843378,37.27
13434622,16120216,37.27
11027262,59804598,50.31
11027262,30520284,50.31
11027262,21339164,50.31
13434622,21286970,37.27
59804598,22549627,103.02
11027262,78428740,50.31
13434622,61813146,37.27
13434622,14301982,37.27
13434622,105001940,37.27
13434622,40022380,37.27
11027262,18821907,50.31
11027262,30393917,50.31
11027262,204646586,50.31
13434622,4291741,37.27
11027262,14519248,50.31
13434622,34723576,37.27
11027262,15048204,50.31
11027262,51814114,50.31
11027262,16563089,50.31
13434622,14519248,37.27
13434622,240989961,37.27
13434622,15142510,37.27
11027262,46333412,50.31
13434622,21363077,37.27
11027262,15447743,50.31
13434622,15130498,37.27
13434622,20968877,37.27
13434622,49827798,37.27
59804598,16120216,103.02
13434622,13508132,37.27
59804598,13869742,103.02
13434622,59804598,37.27
11027262,237004112,50.31
11027262,16624756,50.31
13434622,16521328,37.27
59804598,17939204,103.02
11027262,18182263,50.31
11027262,16120216,50.31
13434622,48947837,37.27
13434622,35407584,37.27
11027262,265551532,50.31
13434622,38939069,37.27
11027262,29173529,50.31
13434622,51814114,37.27
11027262,106893515,50.31
13434622,50189671,37.27
13434622,37165134,37.27
11027262,50189671,50.31
59804598,682463,103.02
11027262,21690843,50.31
11027262,124584897,50.31
13434622,15451233,37.27
11027262,14917050,50.31
13434622,3954801,37.27
59804598,11027262,103.02
11027262,15130498,50.31
11027262,10280632,50.31
13434622,2589521,37.27
13434622,24741887,37.27
11027262,126253219,50.31
59804598,48689749,103.02
13434622,15447743,37.27
11027262,127437545,50.31
13434622,115485051,37.27
13434622,20351017,37.27
11027262,70076618,50.31
59804598,22074461,103.02
11027262,250906649,50.31
13434622,16624756,37.27
13434622,10280632,37.27
11027262,126755021,50.31
11027262,15451233,50.31
13434622,14884718,37.27
59804598,21444458,103.02
13434622,15978419,37.27
13434622,15042670,37.27
59804598,32675894,103.02
13434622,19728957,37.27
11027262,10956212,50.31
11027262,17938475,50.31
13434622,15999738,37.27
59804598,10956212,103.02
11027262,18176833,50.31
13434622,21339164,37.27
11027262,15142510,50.31
11027262,49827798,50.31
59804598,165645655,103.02
11027262,20968877,50.31
59804598,15913,103.02
11027262,15431655,50.31
13434622,14332288,37.27
59804598,15431655,103.02
11027262,61813146,50.31
11027262,14332288,50.31
13434622,15489348,37.27
59804598,15644019,103.02
13434622,14203936,37.27
59804598,126755021,103.02
11027262,41264019,50.31
11027262,21444458,50.31
11027262,240989961,50.31
59804598,14563376,103.02
11027262,2589521,50.31
59804598,22275457,103.02
13434622,21444458,37.27
11027262,30678185,50.31
59804598,14422788,103.02
11027262,452377444,50.31
59804598,28420827,103.02
11027262,15420650,50.31
13434622,14917050,37.27
13434622,15886626,37.27
13434622,30393917,37.27
59804598,96047226,103.02
11027262,48947837,50.31
11027262,15068719,50.31
13434622,18890835,37.27
59804598,15822353,103.02
13434622,126253219,37.27
13434622,96047226,37.27
13434622,18182263,37.27
59804598,25788557,103.02
13434622,4921861,37.27
13434622,21724128,37.27
11027262,31216266,50.31
11027262,32675894,50.31
11027262,21286970,50.31
13434622,10588432,37.27
59804598,125457338,103.02
11027262,41533669,50.31
11027262,14884718,50.31
11027262,41209552,50.31
11027262,18166178,50.31
13434622,18821907,37.27
13434622,15068719,37.27
11027262,341747053,50.31
11027262,137046366,50.31
11027262,121174595,50.31
13434622,16445251,37.27
13434622,17939204,37.27
11027262,15886626,50.31
11027262,35157578,50.31
13434622,137046366,37.27
13434622,106893515,37.27
59804598,30393917,103.02
13434622,29173529,37.27
13434622,237004112,37.27
11027262,13434622,50.31
11027262,14301982,50.31
13434622,10956212,37.27
11027262,15644019,50.31
11027262,19728957,50.31
59804598,14213856,103.02
59804598,14332288,103.02
11027262,379062330,50.31
59804598,15886626,103.02
11027262,35407584,50.31
13434622,41264019,37.27
59804598,17218144,103.02
11027262,16521328,50.31
11027262,40022380,50.31
59804598,30678185,103.02
11027262,38939069,50.31
59804598,4291741,103.02
11027262,114284224,50.31
13434622,259379883,37.27
11027262,16226181,50.31
11027262,10588432,50.31
11027262,21724128,50.31
13434622,124584897,37.27
11027262,18851334,50.31
11027262,15822353,50.31
13434622,48689749,37.27
11027262,18890835,50.31
59804598,12223,103.02
13434622,28932980,37.27
13434622,70076618,37.27
11027262,307629880,50.31
13434622,72520374,37.27
59804598,19728957,103.02
13434622,32675894,37.27
13434622,16168459,37.27
13434622,121174595,37.27
3359851,26280712,66.64
59804598,141021153,103.02
59804598,22292456,103.02
16674726,18963070,44.6
59804598,15857157,103.02
3359851,62581962,66.64
59804598,32118836,103.02
3359851,19072957,66.64
59804598,49105052,103.02
3359851,34771668,66.64
59804598,48118853,103.02
3359851,59414975,66.64
59804598,3359851,103.02
3359851,734493,66.64
59804598,19796557,103.02
3359851,22292456,66.64
59804598,16415992,103.02
3359851,6054912,66.64
3359851,15520280,66.64
16674726,115485051,44.6
3359851,31874347,66.64
3359851,18522388,66.64
3359851,63796828,66.64
59804598,15520280,103.02
3359851,115485051,66.64
59804598,59414975,103.02
3359851,59804598,66.64
3359851,39400576,66.64
59804598,16718895,103.02
59804598,71478544,103.02
59804598,39400576,103.02
3359851,18963070,66.64
59804598,34771668,103.02
59804598,26280712,103.02
59804598,128522006,103.02
59804598,168688901,103.02
59804598,96007770,103.02
59804598,187371384,103.02
